"Date.Time","Lat","Lon","Base","Year","Month","Day","Weekday","Hour","Minute","Second"
"2014-04-01 11:06:00",40.7686,-73.9658,"B02512",2014,4,1,3,11,6,0
"2014-04-01 11:09:00",40.7566,-73.9765,"B02512",2014,4,1,3,11,9,0
"2014-04-01 11:11:00",40.7103,-73.9846,"B02512",2014,4,1,3,11,11,0
"2014-04-01 11:12:00",40.7414,-73.9902,"B02512",2014,4,1,3,11,12,0
"2014-04-01 11:13:00",40.7439,-73.9899,"B02512",2014,4,1,3,11,13,0
"2014-04-01 11:14:00",40.7619,-73.973,"B02512",2014,4,1,3,11,14,0
"2014-04-01 11:15:00",40.7201,-74.0041,"B02512",2014,4,1,3,11,15,0
"2014-04-01 11:16:00",40.7329,-73.9913,"B02512",2014,4,1,3,11,16,0
"2014-04-01 11:16:00",40.7582,-73.9815,"B02512",2014,4,1,3,11,16,0
"2014-04-01 11:17:00",40.7747,-73.9584,"B02512",2014,4,1,3,11,17,0
"2014-04-01 11:17:00",40.7775,-73.9612,"B02512",2014,4,1,3,11,17,0
"2014-04-01 11:17:00",40.773,-73.9802,"B02512",2014,4,1,3,11,17,0
"2014-04-01 11:18:00",40.7392,-73.9991,"B02512",2014,4,1,3,11,18,0
"2014-04-01 11:20:00",40.7368,-73.9958,"B02512",2014,4,1,3,11,20,0
"2014-04-01 11:21:00",40.8052,-73.9662,"B02512",2014,4,1,3,11,21,0
"2014-04-01 11:22:00",40.7205,-74.0031,"B02512",2014,4,1,3,11,22,0
"2014-04-01 11:22:00",40.7633,-73.9829,"B02512",2014,4,1,3,11,22,0
"2014-04-01 11:24:00",40.6922,-73.9441,"B02512",2014,4,1,3,11,24,0
"2014-04-01 11:25:00",40.7476,-73.9969,"B02512",2014,4,1,3,11,25,0
"2014-04-01 11:28:00",40.7707,-73.9815,"B02512",2014,4,1,3,11,28,0
"2014-04-01 11:33:00",40.7257,-73.9972,"B02512",2014,4,1,3,11,33,0
"2014-04-01 11:33:00",40.7611,-73.9754,"B02512",2014,4,1,3,11,33,0
"2014-04-01 11:34:00",40.7035,-74.0107,"B02512",2014,4,1,3,11,34,0
"2014-04-01 11:34:00",40.7591,-73.996,"B02512",2014,4,1,3,11,34,0
"2014-04-01 11:35:00",40.7419,-74.0036,"B02512",2014,4,1,3,11,35,0
"2014-04-01 11:37:00",40.755,-73.9746,"B02512",2014,4,1,3,11,37,0
"2014-04-01 11:39:00",40.7472,-73.9863,"B02512",2014,4,1,3,11,39,0
"2014-04-01 11:40:00",40.7548,-73.9847,"B02512",2014,4,1,3,11,40,0
"2014-04-01 11:41:00",40.7797,-73.9762,"B02512",2014,4,1,3,11,41,0
"2014-04-01 11:41:00",40.7323,-74.0076,"B02512",2014,4,1,3,11,41,0
"2014-04-01 11:42:00",40.7741,-73.8726,"B02512",2014,4,1,3,11,42,0
"2014-04-01 11:43:00",40.7074,-74.0172,"B02512",2014,4,1,3,11,43,0
"2014-04-01 11:44:00",40.6334,-73.9954,"B02512",2014,4,1,3,11,44,0
"2014-04-01 11:45:00",40.71,-74.0114,"B02512",2014,4,1,3,11,45,0
"2014-04-01 11:45:00",40.7386,-73.9897,"B02512",2014,4,1,3,11,45,0
"2014-04-01 11:47:00",40.7095,-74.0156,"B02512",2014,4,1,3,11,47,0
"2014-04-01 11:47:00",40.7024,-74.0133,"B02512",2014,4,1,3,11,47,0
"2014-04-01 11:47:00",40.7581,-73.9619,"B02512",2014,4,1,3,11,47,0
"2014-04-01 11:48:00",40.7685,-73.8625,"B02512",2014,4,1,3,11,48,0
"2014-04-01 11:50:00",40.7389,-73.9874,"B02512",2014,4,1,3,11,50,0
"2014-04-01 11:53:00",40.7736,-73.8716,"B02512",2014,4,1,3,11,53,0
"2014-04-01 11:54:00",40.7154,-74.0163,"B02512",2014,4,1,3,11,54,0
"2014-04-01 11:59:00",40.7599,-73.9804,"B02512",2014,4,1,3,11,59,0
"2014-04-01 11:59:00",40.7559,-73.9874,"B02512",2014,4,1,3,11,59,0
"2014-04-01 12:02:00",40.7852,-74.022,"B02512",2014,4,1,3,12,2,0
"2014-04-01 12:02:00",40.7852,-74.022,"B02512",2014,4,1,3,12,2,0
"2014-04-01 12:04:00",40.6878,-74.1817,"B02512",2014,4,1,3,12,4,0
"2014-04-01 12:07:00",40.6864,-73.9747,"B02512",2014,4,1,3,12,7,0
"2014-04-01 12:10:00",40.8289,-73.9451,"B02512",2014,4,1,3,12,10,0
"2014-04-01 12:10:00",40.8289,-73.9451,"B02512",2014,4,1,3,12,10,0
"2014-04-01 12:13:00",40.7672,-73.9682,"B02512",2014,4,1,3,12,13,0
"2014-04-01 12:14:00",40.7498,-73.9816,"B02512",2014,4,1,3,12,14,0
"2014-04-01 12:15:00",40.6751,-73.8016,"B02512",2014,4,1,3,12,15,0
"2014-04-01 12:16:00",40.7544,-73.9692,"B02512",2014,4,1,3,12,16,0
"2014-04-01 12:17:00",40.7685,-73.9535,"B02512",2014,4,1,3,12,17,0
"2014-04-01 12:19:00",40.7684,-73.9599,"B02512",2014,4,1,3,12,19,0
"2014-04-01 12:19:00",40.7728,-73.9673,"B02512",2014,4,1,3,12,19,0
"2014-04-01 12:19:00",40.7702,-73.9577,"B02512",2014,4,1,3,12,19,0
"2014-04-01 12:20:00",40.7647,-73.9796,"B02512",2014,4,1,3,12,20,0
"2014-04-01 12:20:00",40.7868,-73.972,"B02512",2014,4,1,3,12,20,0
"2014-04-01 12:20:00",40.7178,-74.0035,"B02512",2014,4,1,3,12,20,0
"2014-04-01 12:24:00",40.7732,-73.8857,"B02512",2014,4,1,3,12,24,0
"2014-04-01 12:26:00",40.7257,-73.9919,"B02512",2014,4,1,3,12,26,0
"2014-04-01 12:26:00",40.695,-74.178,"B02512",2014,4,1,3,12,26,0
"2014-04-01 12:27:00",40.7644,-73.9796,"B02512",2014,4,1,3,12,27,0
"2014-04-01 12:29:00",40.7641,-73.9766,"B02512",2014,4,1,3,12,29,0
"2014-04-01 12:29:00",40.723,-74.0012,"B02512",2014,4,1,3,12,29,0
"2014-04-01 12:29:00",40.7326,-73.9935,"B02512",2014,4,1,3,12,29,0
"2014-04-01 12:30:00",40.7569,-73.9742,"B02512",2014,4,1,3,12,30,0
"2014-04-01 12:31:00",40.7622,-73.9788,"B02512",2014,4,1,3,12,31,0
"2014-04-01 12:31:00",40.7785,-73.9533,"B02512",2014,4,1,3,12,31,0
"2014-04-01 12:32:00",40.7447,-73.9873,"B02512",2014,4,1,3,12,32,0
"2014-04-01 12:32:00",40.7191,-73.9973,"B02512",2014,4,1,3,12,32,0
"2014-04-01 12:33:00",40.7031,-73.9853,"B02512",2014,4,1,3,12,33,0
"2014-04-01 12:42:00",40.9148,-74.2213,"B02512",2014,4,1,3,12,42,0
"2014-04-01 12:44:00",40.7649,-73.9708,"B02512",2014,4,1,3,12,44,0
"2014-04-01 12:44:00",40.7521,-73.9756,"B02512",2014,4,1,3,12,44,0
"2014-04-01 12:47:00",40.7374,-74.0008,"B02512",2014,4,1,3,12,47,0
"2014-04-01 12:50:00",40.7749,-73.9639,"B02512",2014,4,1,3,12,50,0
"2014-04-01 12:50:00",40.7763,-73.9621,"B02512",2014,4,1,3,12,50,0
"2014-04-01 12:51:00",40.749,-74.0029,"B02512",2014,4,1,3,12,51,0
"2014-04-01 12:51:00",40.7276,-74.0349,"B02512",2014,4,1,3,12,51,0
"2014-04-01 12:51:00",40.7276,-74.0349,"B02512",2014,4,1,3,12,51,0
"2014-04-01 12:51:00",40.7631,-73.9842,"B02512",2014,4,1,3,12,51,0
"2014-04-01 12:52:00",40.7601,-73.9669,"B02512",2014,4,1,3,12,52,0
"2014-04-01 12:53:00",40.8791,-73.8811,"B02512",2014,4,1,3,12,53,0
"2014-04-01 12:54:00",40.771,-73.866,"B02512",2014,4,1,3,12,54,0
"2014-04-01 12:57:00",40.7364,-74.0099,"B02512",2014,4,1,3,12,57,0
"2014-04-01 12:57:00",40.7657,-73.9549,"B02512",2014,4,1,3,12,57,0
"2014-04-01 12:57:00",40.75,-73.9757,"B02512",2014,4,1,3,12,57,0
"2014-04-01 12:58:00",40.7397,-73.9857,"B02512",2014,4,1,3,12,58,0
"2014-04-01 12:58:00",40.779,-74.42,"B02512",2014,4,1,3,12,58,0
"2014-04-01 12:59:00",40.7273,-74.0007,"B02512",2014,4,1,3,12,59,0
"2014-04-01 13:01:00",40.7684,-73.8624,"B02512",2014,4,1,3,13,1,0
"2014-04-01 13:01:00",40.7393,-73.9954,"B02512",2014,4,1,3,13,1,0
"2014-04-01 13:01:00",40.7382,-74.0078,"B02512",2014,4,1,3,13,1,0
"2014-04-01 13:03:00",40.7187,-74.0024,"B02512",2014,4,1,3,13,3,0
"2014-04-01 13:07:00",40.7618,-73.9752,"B02512",2014,4,1,3,13,7,0
"2014-04-01 13:07:00",40.7851,-73.9538,"B02512",2014,4,1,3,13,7,0
"2014-04-01 13:07:00",40.7851,-73.9538,"B02512",2014,4,1,3,13,7,0
"2014-04-01 13:08:00",40.742,-73.985,"B02512",2014,4,1,3,13,8,0
"2014-04-01 13:08:00",40.7458,-73.987,"B02512",2014,4,1,3,13,8,0
"2014-04-01 13:09:00",40.7699,-73.9589,"B02512",2014,4,1,3,13,9,0
"2014-04-01 13:09:00",40.76,-73.9839,"B02512",2014,4,1,3,13,9,0
"2014-04-01 13:10:00",40.9155,-74.0761,"B02512",2014,4,1,3,13,10,0
"2014-04-01 13:15:00",40.7516,-73.9739,"B02512",2014,4,1,3,13,15,0
"2014-04-01 13:16:00",40.774,-73.8733,"B02512",2014,4,1,3,13,16,0
"2014-04-01 13:17:00",40.7565,-73.9843,"B02512",2014,4,1,3,13,17,0
"2014-04-01 13:17:00",40.7195,-74.0123,"B02512",2014,4,1,3,13,17,0
"2014-04-01 13:18:00",40.7529,-73.9855,"B02512",2014,4,1,3,13,18,0
"2014-04-01 13:20:00",40.7501,-73.9761,"B02512",2014,4,1,3,13,20,0
"2014-04-01 13:22:00",40.7197,-73.9917,"B02512",2014,4,1,3,13,22,0
"2014-04-01 13:22:00",40.7619,-73.9729,"B02512",2014,4,1,3,13,22,0
"2014-04-01 13:23:00",40.783,-73.951,"B02512",2014,4,1,3,13,23,0
"2014-04-01 13:24:00",40.7319,-73.9877,"B02512",2014,4,1,3,13,24,0
"2014-04-01 13:26:00",40.7538,-73.9926,"B02512",2014,4,1,3,13,26,0
"2014-04-01 13:26:00",40.7189,-74.0065,"B02512",2014,4,1,3,13,26,0
"2014-04-01 13:27:00",40.7455,-73.988,"B02512",2014,4,1,3,13,27,0
"2014-04-01 13:30:00",40.753,-74.0248,"B02512",2014,4,1,3,13,30,0
"2014-04-01 13:30:00",40.753,-74.0248,"B02512",2014,4,1,3,13,30,0
"2014-04-01 13:33:00",40.7646,-73.9686,"B02512",2014,4,1,3,13,33,0
"2014-04-01 13:34:00",40.7692,-73.9829,"B02512",2014,4,1,3,13,34,0
"2014-04-01 13:34:00",40.7275,-74.0088,"B02512",2014,4,1,3,13,34,0
"2014-04-01 13:35:00",40.7494,-73.9923,"B02512",2014,4,1,3,13,35,0
"2014-04-01 13:35:00",40.6957,-73.9872,"B02512",2014,4,1,3,13,35,0
"2014-04-01 13:39:00",40.695,-74.1784,"B02512",2014,4,1,3,13,39,0
"2014-04-01 13:40:00",40.7739,-73.8728,"B02512",2014,4,1,3,13,40,0
"2014-04-01 13:40:00",40.7757,-73.4202,"B02512",2014,4,1,3,13,40,0
"2014-04-01 13:40:00",40.7651,-73.9531,"B02512",2014,4,1,3,13,40,0
"2014-04-01 13:41:00",40.7663,-73.9251,"B02512",2014,4,1,3,13,41,0
"2014-04-01 13:42:00",40.7177,-73.9966,"B02512",2014,4,1,3,13,42,0
"2014-04-01 13:44:00",40.78,-73.961,"B02512",2014,4,1,3,13,44,0
"2014-04-01 13:45:00",40.7741,-73.8727,"B02512",2014,4,1,3,13,45,0
"2014-04-01 13:47:00",40.7385,-73.9854,"B02512",2014,4,1,3,13,47,0
"2014-04-01 13:49:00",40.7685,-73.8624,"B02512",2014,4,1,3,13,49,0
"2014-04-01 13:49:00",40.6926,-73.9873,"B02512",2014,4,1,3,13,49,0
"2014-04-01 13:51:00",40.7346,-73.9963,"B02512",2014,4,1,3,13,51,0
"2014-04-01 13:51:00",40.776,-73.9441,"B02512",2014,4,1,3,13,51,0
"2014-04-01 13:53:00",40.7211,-74.0005,"B02512",2014,4,1,3,13,53,0
"2014-04-01 13:55:00",40.7026,-74.0126,"B02512",2014,4,1,3,13,55,0
"2014-04-01 13:56:00",40.768,-73.9523,"B02512",2014,4,1,3,13,56,0
"2014-04-01 13:56:00",40.7485,-74.0061,"B02512",2014,4,1,3,13,56,0
"2014-04-01 13:56:00",40.7568,-73.9717,"B02512",2014,4,1,3,13,56,0
"2014-04-01 13:57:00",40.7617,-73.9838,"B02512",2014,4,1,3,13,57,0
"2014-04-01 13:57:00",40.774,-73.8728,"B02512",2014,4,1,3,13,57,0
"2014-04-01 13:59:00",40.6919,-73.9966,"B02512",2014,4,1,3,13,59,0
"2014-04-01 14:00:00",40.7754,-73.9905,"B02512",2014,4,1,3,14,0,0
"2014-04-01 14:01:00",40.7515,-73.993,"B02512",2014,4,1,3,14,1,0
"2014-04-01 14:02:00",40.7719,-73.9655,"B02512",2014,4,1,3,14,2,0
"2014-04-01 14:03:00",40.7739,-73.8724,"B02512",2014,4,1,3,14,3,0
"2014-04-01 14:03:00",40.6946,-74.1775,"B02512",2014,4,1,3,14,3,0
"2014-04-01 14:04:00",40.7331,-73.9998,"B02512",2014,4,1,3,14,4,0
"2014-04-01 14:05:00",40.7732,-73.8856,"B02512",2014,4,1,3,14,5,0
"2014-04-01 14:06:00",40.7417,-73.9894,"B02512",2014,4,1,3,14,6,0
"2014-04-01 14:08:00",40.7325,-74.0018,"B02512",2014,4,1,3,14,8,0
"2014-04-01 14:11:00",40.764,-73.9685,"B02512",2014,4,1,3,14,11,0
"2014-04-01 14:14:00",40.7577,-73.9723,"B02512",2014,4,1,3,14,14,0
"2014-04-01 14:15:00",40.6953,-74.1783,"B02512",2014,4,1,3,14,15,0
"2014-04-01 14:15:00",40.7572,-73.9841,"B02512",2014,4,1,3,14,15,0
"2014-04-01 14:16:00",40.8056,-74.3923,"B02512",2014,4,1,3,14,16,0
"2014-04-01 14:16:00",40.7595,-73.9736,"B02512",2014,4,1,3,14,16,0
"2014-04-01 14:17:00",40.7853,-73.9556,"B02512",2014,4,1,3,14,17,0
"2014-04-01 14:17:00",40.7853,-73.9556,"B02512",2014,4,1,3,14,17,0
"2014-04-01 14:18:00",40.7244,-74.0007,"B02512",2014,4,1,3,14,18,0
"2014-04-01 14:20:00",40.7196,-74.0006,"B02512",2014,4,1,3,14,20,0
"2014-04-01 14:21:00",40.7691,-73.9812,"B02512",2014,4,1,3,14,21,0
"2014-04-01 14:21:00",40.7516,-73.9909,"B02512",2014,4,1,3,14,21,0
"2014-04-01 14:21:00",40.7677,-73.9657,"B02512",2014,4,1,3,14,21,0
"2014-04-01 14:23:00",40.7546,-73.966,"B02512",2014,4,1,3,14,23,0
"2014-04-01 14:23:00",40.7578,-73.9893,"B02512",2014,4,1,3,14,23,0
"2014-04-01 14:23:00",40.7619,-73.9791,"B02512",2014,4,1,3,14,23,0
"2014-04-01 14:26:00",40.7397,-73.9867,"B02512",2014,4,1,3,14,26,0
"2014-04-01 14:27:00",40.7275,-74.001,"B02512",2014,4,1,3,14,27,0
"2014-04-01 14:27:00",40.7694,-73.9658,"B02512",2014,4,1,3,14,27,0
"2014-04-01 14:28:00",40.8005,-73.9693,"B02512",2014,4,1,3,14,28,0
"2014-04-01 14:29:00",40.645,-73.7819,"B02512",2014,4,1,3,14,29,0
"2014-04-01 14:32:00",40.9651,-74.0736,"B02512",2014,4,1,3,14,32,0
"2014-04-01 14:32:00",40.7705,-73.9662,"B02512",2014,4,1,3,14,32,0
"2014-04-01 14:36:00",40.6833,-73.9768,"B02512",2014,4,1,3,14,36,0
"2014-04-01 14:37:00",40.7797,-74.0097,"B02512",2014,4,1,3,14,37,0
"2014-04-01 14:38:00",40.7598,-73.9915,"B02512",2014,4,1,3,14,38,0
"2014-04-01 14:39:00",40.6448,-73.7826,"B02512",2014,4,1,3,14,39,0
"2014-04-01 14:40:00",40.7407,-73.9869,"B02512",2014,4,1,3,14,40,0
"2014-04-01 14:40:00",40.7754,-73.9628,"B02512",2014,4,1,3,14,40,0
"2014-04-01 14:41:00",40.7104,-73.9847,"B02512",2014,4,1,3,14,41,0
"2014-04-01 14:42:00",40.7198,-74.0051,"B02512",2014,4,1,3,14,42,0
"2014-04-01 14:43:00",40.7103,-73.9846,"B02512",2014,4,1,3,14,43,0
"2014-04-01 14:43:00",40.6931,-74.1834,"B02512",2014,4,1,3,14,43,0
"2014-04-01 14:45:00",40.7394,-74.0062,"B02512",2014,4,1,3,14,45,0
"2014-04-01 14:45:00",40.7647,-73.9706,"B02512",2014,4,1,3,14,45,0
"2014-04-01 14:51:00",40.7642,-73.9632,"B02512",2014,4,1,3,14,51,0
"2014-04-01 14:53:00",40.6951,-74.1787,"B02512",2014,4,1,3,14,53,0
"2014-04-01 14:55:00",40.7585,-73.9697,"B02512",2014,4,1,3,14,55,0
"2014-04-01 14:55:00",40.7504,-73.9945,"B02512",2014,4,1,3,14,55,0
"2014-04-01 14:57:00",40.7682,-73.953,"B02512",2014,4,1,3,14,57,0
"2014-04-01 14:57:00",40.7247,-74.0022,"B02512",2014,4,1,3,14,57,0
"2014-04-01 14:57:00",40.7145,-74.0025,"B02512",2014,4,1,3,14,57,0
"2014-04-01 15:00:00",40.7593,-73.9745,"B02512",2014,4,1,3,15,0,0
"2014-04-01 15:02:00",40.7284,-74.0071,"B02512",2014,4,1,3,15,2,0
"2014-04-01 15:03:00",40.7079,-74.0093,"B02512",2014,4,1,3,15,3,0
"2014-04-01 15:04:00",40.7692,-73.9631,"B02512",2014,4,1,3,15,4,0
"2014-04-01 15:07:00",40.7644,-73.953,"B02512",2014,4,1,3,15,7,0
"2014-04-01 15:08:00",40.7553,-73.9795,"B02512",2014,4,1,3,15,8,0
"2014-04-01 15:08:00",40.7551,-73.9622,"B02512",2014,4,1,3,15,8,0
"2014-04-01 15:08:00",40.7741,-73.8727,"B02512",2014,4,1,3,15,8,0
"2014-04-01 15:09:00",40.7545,-73.9757,"B02512",2014,4,1,3,15,9,0
"2014-04-01 15:09:00",40.7355,-73.9755,"B02512",2014,4,1,3,15,9,0
"2014-04-01 15:10:00",40.771,-73.866,"B02512",2014,4,1,3,15,10,0
"2014-04-01 15:11:00",40.7755,-73.9558,"B02512",2014,4,1,3,15,11,0
"2014-04-01 15:11:00",40.7283,-73.9869,"B02512",2014,4,1,3,15,11,0
"2014-04-01 15:14:00",40.7577,-73.9902,"B02512",2014,4,1,3,15,14,0
"2014-04-01 15:14:00",40.764,-73.9825,"B02512",2014,4,1,3,15,14,0
"2014-04-01 15:14:00",40.7644,-73.9806,"B02512",2014,4,1,3,15,14,0
"2014-04-01 15:18:00",40.8092,-73.9536,"B02512",2014,4,1,3,15,18,0
"2014-04-01 15:19:00",40.7708,-73.8658,"B02512",2014,4,1,3,15,19,0
"2014-04-01 15:19:00",40.7556,-73.9716,"B02512",2014,4,1,3,15,19,0
"2014-04-01 15:19:00",40.7578,-73.9739,"B02512",2014,4,1,3,15,19,0
"2014-04-01 15:20:00",40.7557,-73.974,"B02512",2014,4,1,3,15,20,0
"2014-04-01 15:21:00",40.7101,-73.9849,"B02512",2014,4,1,3,15,21,0
"2014-04-01 15:24:00",40.7798,-73.96,"B02512",2014,4,1,3,15,24,0
"2014-04-01 15:24:00",40.7798,-73.96,"B02512",2014,4,1,3,15,24,0
"2014-04-01 15:24:00",40.8247,-73.9735,"B02512",2014,4,1,3,15,24,0
"2014-04-01 15:24:00",40.7416,-74.0067,"B02512",2014,4,1,3,15,24,0
"2014-04-01 15:24:00",40.7624,-73.9744,"B02512",2014,4,1,3,15,24,0
"2014-04-01 15:25:00",40.7644,-73.9727,"B02512",2014,4,1,3,15,25,0
"2014-04-01 15:25:00",40.7641,-73.977,"B02512",2014,4,1,3,15,25,0
"2014-04-01 15:26:00",40.745,-73.985,"B02512",2014,4,1,3,15,26,0
"2014-04-01 15:27:00",40.7617,-73.973,"B02512",2014,4,1,3,15,27,0
"2014-04-01 15:31:00",40.7636,-73.9735,"B02512",2014,4,1,3,15,31,0
"2014-04-01 15:32:00",40.7413,-74.0062,"B02512",2014,4,1,3,15,32,0
"2014-04-01 15:35:00",40.7866,-73.9547,"B02512",2014,4,1,3,15,35,0
"2014-04-01 15:35:00",40.7824,-73.9466,"B02512",2014,4,1,3,15,35,0
"2014-04-01 15:35:00",40.7616,-73.9686,"B02512",2014,4,1,3,15,35,0
"2014-04-01 15:37:00",40.7566,-73.9788,"B02512",2014,4,1,3,15,37,0
"2014-04-01 15:39:00",40.6339,-74.0131,"B02512",2014,4,1,3,15,39,0
"2014-04-01 15:39:00",40.7274,-74.0073,"B02512",2014,4,1,3,15,39,0
"2014-04-01 15:40:00",40.7739,-73.8715,"B02512",2014,4,1,3,15,40,0
"2014-04-01 15:41:00",40.7671,-73.9875,"B02512",2014,4,1,3,15,41,0
"2014-04-01 15:41:00",40.6951,-74.1783,"B02512",2014,4,1,3,15,41,0
"2014-04-01 15:44:00",40.7731,-73.9893,"B02512",2014,4,1,3,15,44,0
"2014-04-01 15:45:00",40.7122,-73.998,"B02512",2014,4,1,3,15,45,0
"2014-04-01 15:45:00",40.6956,-74.1779,"B02512",2014,4,1,3,15,45,0
"2014-04-01 15:46:00",40.6433,-73.7895,"B02512",2014,4,1,3,15,46,0
"2014-04-01 15:48:00",40.7556,-73.9753,"B02512",2014,4,1,3,15,48,0
"2014-04-01 15:48:00",40.7593,-73.9708,"B02512",2014,4,1,3,15,48,0
"2014-04-01 15:49:00",40.7619,-73.9726,"B02512",2014,4,1,3,15,49,0
"2014-04-01 15:51:00",40.7729,-73.9599,"B02512",2014,4,1,3,15,51,0
"2014-04-01 15:52:00",40.7616,-73.9754,"B02512",2014,4,1,3,15,52,0
"2014-04-01 15:53:00",40.7207,-74.0031,"B02512",2014,4,1,3,15,53,0
"2014-04-01 15:54:00",40.6449,-73.7823,"B02512",2014,4,1,3,15,54,0
"2014-04-01 15:55:00",40.7413,-73.9947,"B02512",2014,4,1,3,15,55,0
"2014-04-01 15:55:00",40.7658,-73.9802,"B02512",2014,4,1,3,15,55,0
"2014-04-01 15:56:00",40.7623,-73.9788,"B02512",2014,4,1,3,15,56,0
"2014-04-01 15:56:00",40.744,-73.9954,"B02512",2014,4,1,3,15,56,0
"2014-04-01 15:56:00",40.7799,-73.9608,"B02512",2014,4,1,3,15,56,0
"2014-04-01 15:58:00",40.7591,-73.9724,"B02512",2014,4,1,3,15,58,0
"2014-04-01 15:59:00",40.7573,-73.9712,"B02512",2014,4,1,3,15,59,0
"2014-04-01 15:59:00",40.7573,-73.9712,"B02512",2014,4,1,3,15,59,0
"2014-04-01 16:01:00",40.7576,-73.9696,"B02512",2014,4,1,3,16,1,0
"2014-04-01 16:03:00",40.7052,-74.01,"B02512",2014,4,1,3,16,3,0
"2014-04-01 16:04:00",40.7371,-74.1794,"B02512",2014,4,1,3,16,4,0
"2014-04-01 16:04:00",40.7375,-74.0053,"B02512",2014,4,1,3,16,4,0
"2014-04-01 16:04:00",40.7541,-73.996,"B02512",2014,4,1,3,16,4,0
"2014-04-01 16:06:00",40.7435,-73.9834,"B02512",2014,4,1,3,16,6,0
"2014-04-01 16:06:00",40.758,-73.9751,"B02512",2014,4,1,3,16,6,0
"2014-04-01 16:06:00",40.7608,-73.9839,"B02512",2014,4,1,3,16,6,0
"2014-04-01 16:07:00",40.7109,-74.0112,"B02512",2014,4,1,3,16,7,0
"2014-04-01 16:08:00",40.7742,-73.8724,"B02512",2014,4,1,3,16,8,0
"2014-04-01 16:10:00",40.7746,-73.9633,"B02512",2014,4,1,3,16,10,0
"2014-04-01 16:10:00",40.7685,-73.9647,"B02512",2014,4,1,3,16,10,0
"2014-04-01 16:11:00",40.7396,-73.9909,"B02512",2014,4,1,3,16,11,0
"2014-04-01 16:11:00",40.7429,-73.9868,"B02512",2014,4,1,3,16,11,0
"2014-04-01 16:12:00",40.7839,-73.9566,"B02512",2014,4,1,3,16,12,0
"2014-04-01 16:14:00",40.7541,-73.9744,"B02512",2014,4,1,3,16,14,0
"2014-04-01 16:14:00",40.7701,-73.9879,"B02512",2014,4,1,3,16,14,0
"2014-04-01 16:15:00",40.8942,-73.8991,"B02512",2014,4,1,3,16,15,0
"2014-04-01 16:18:00",40.7538,-73.9809,"B02512",2014,4,1,3,16,18,0
"2014-04-01 16:19:00",40.7413,-73.9852,"B02512",2014,4,1,3,16,19,0
"2014-04-01 16:21:00",40.7551,-73.9878,"B02512",2014,4,1,3,16,21,0
"2014-04-01 16:21:00",40.7474,-74.008,"B02512",2014,4,1,3,16,21,0
"2014-04-01 16:21:00",40.7544,-73.9803,"B02512",2014,4,1,3,16,21,0
"2014-04-01 16:21:00",40.7356,-73.997,"B02512",2014,4,1,3,16,21,0
"2014-04-01 16:21:00",40.7698,-73.9916,"B02512",2014,4,1,3,16,21,0
"2014-04-01 16:21:00",40.7764,-73.9641,"B02512",2014,4,1,3,16,21,0
"2014-04-01 16:21:00",40.7629,-73.9839,"B02512",2014,4,1,3,16,21,0
"2014-04-01 16:22:00",40.7386,-74.0055,"B02512",2014,4,1,3,16,22,0
"2014-04-01 16:23:00",40.7504,-73.9788,"B02512",2014,4,1,3,16,23,0
"2014-04-01 16:24:00",40.7651,-73.9724,"B02512",2014,4,1,3,16,24,0
"2014-04-01 16:25:00",40.7546,-73.991,"B02512",2014,4,1,3,16,25,0
"2014-04-01 16:26:00",40.7321,-74.0077,"B02512",2014,4,1,3,16,26,0
"2014-04-01 16:26:00",40.764,-73.9733,"B02512",2014,4,1,3,16,26,0
"2014-04-01 16:27:00",40.7167,-74.0149,"B02512",2014,4,1,3,16,27,0
"2014-04-01 16:28:00",40.7679,-73.9662,"B02512",2014,4,1,3,16,28,0
"2014-04-01 16:29:00",40.7051,-74.0073,"B02512",2014,4,1,3,16,29,0
"2014-04-01 16:29:00",40.7601,-73.9772,"B02512",2014,4,1,3,16,29,0
"2014-04-01 16:29:00",40.7601,-73.9772,"B02512",2014,4,1,3,16,29,0
"2014-04-01 16:29:00",40.6916,-73.9844,"B02512",2014,4,1,3,16,29,0
"2014-04-01 16:30:00",40.7632,-73.983,"B02512",2014,4,1,3,16,30,0
"2014-04-01 16:30:00",40.7637,-73.9741,"B02512",2014,4,1,3,16,30,0
"2014-04-01 16:32:00",40.732,-73.9968,"B02512",2014,4,1,3,16,32,0
"2014-04-01 16:32:00",40.8448,-74.0662,"B02512",2014,4,1,3,16,32,0
"2014-04-01 16:32:00",40.7245,-73.9987,"B02512",2014,4,1,3,16,32,0
"2014-04-01 16:32:00",40.7491,-74.0084,"B02512",2014,4,1,3,16,32,0
"2014-04-01 16:33:00",40.7106,-73.9858,"B02512",2014,4,1,3,16,33,0
"2014-04-01 16:33:00",40.76,-73.9651,"B02512",2014,4,1,3,16,33,0
"2014-04-01 16:33:00",40.7257,-74.0003,"B02512",2014,4,1,3,16,33,0
"2014-04-01 16:37:00",40.7464,-73.9716,"B02512",2014,4,1,3,16,37,0
"2014-04-01 16:38:00",40.7403,-73.9955,"B02512",2014,4,1,3,16,38,0
"2014-04-01 16:38:00",40.7555,-73.9739,"B02512",2014,4,1,3,16,38,0
"2014-04-01 16:39:00",40.7636,-73.9716,"B02512",2014,4,1,3,16,39,0
"2014-04-01 16:40:00",40.7552,-73.9881,"B02512",2014,4,1,3,16,40,0
